Product ID,Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method,Rating,Reviews
P354,12533,2024-12-04,Books,Project Hail Mary by Andy Weir,1,14.99,14.99,Europe,PayPal,5,Could not put this down! A fantastic and gripping story from start to finish.
P355,12534,2024-12-04,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,68.00,68.00,North America,Debit Card,2,This broke me out terribly. Not suitable for my sensitive skin.
P356,12535,2024-12-04,Sports,Spalding NBA Street Basketball,1,24.99,24.99,Asia,Credit Card,4,Great grip and feel for outdoor courts. Holds up well on concrete.
P357,12536,2024-12-04,Electronics,PlayStation 5 Console,1,499.99,499.99,Europe,PayPal,5,Finally got one! The graphics and load times are a game-changer.
P358,12537,2024-12-04,Home Appliances,Cuisinart Air Fryer Toaster Oven,1,179.99,179.99,North America,Credit Card,1,Stopped working after two weeks. The door hinge also feels flimsy.
P359,12538,2024-12-04,Clothing,Lululemon Align Leggings,2,98.00,196.00,Asia,Debit Card,4,These are so comfortable for yoga, but they do pill over time.
P360,12539,2024-12-04,Books,The Midnight Library by Matt Haig,1,13.50,13.50,Europe,Credit Card,4,A beautiful and thought-provoking concept. A very enjoyable read.
P361,12540,2024-12-04,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,34.00,34.00,North America,PayPal,5,My new favorite shade! The formula is long-lasting and not drying.
P362,12541,2024-12-04,Sports,Wilson Evolution Basketball,1,59.99,59.99,Asia,Credit Card,5,The best indoor basketball I've ever used. Great grip and feel.
P363,12542,2024-12-04,Electronics,Canon EOS R50 Camera,1,699.00,699.00,Europe,Debit Card,3,Good beginner camera, but the kit lens is quite basic.
P364,12543,2024-12-04,Home Appliances,Breville Barista Express,1,699.95,699.95,North America,Credit Card,5,My home is now a cafe! The learning curve is steep but so worth it.
P365,12544,2024-12-04,Clothing,Uniqlo Ultra Light Down Jacket,1,79.90,79.90,Asia,PayPal,4,So packable and warm for its weight. Perfect for travel.
P366,12545,2024-12-04,Books,Dune by Frank Herbert,2,12.99,25.98,Europe,Debit Card,5,A masterpiece of science fiction. The world-building is unparalleled.
P367,12546,2024-12-05,Beauty Products,Olaplex No. 3 Hair Perfector,1,28.00,28.00,North America,Credit Card,2,Did nothing for my damaged hair. A complete waste of money for me.
P368,12547,2024-12-05,Sports,Garmin Forerunner 265,1,449.99,449.99,Asia,PayPal,5,Incredible running watch. The GPS is accurate and the data insights are superb.
P369,12548,2024-12-05,Electronics,Amazon Echo Dot (5th Gen),3,49.99,149.97,Europe,Credit Card,4,Surprisingly good sound for its size. Great for smart home control.
P370,12549,2024-12-05,Home Appliances,iRobot Roomba j7+,1,599.99,599.99,North America,Debit Card,1,It constantly gets stuck under my furniture. Not as smart as advertised.
P371,12550,2024-12-05,Clothing,Everlane The Cashmere Crew,1,120.00,120.00,Asia,Credit Card,0,This sweater started pilling horribly after the first wash. Poor quality.
P372,12551,2024-12-05,Books,Atomic Habits by James Clear,1,11.99,11.99,Europe,PayPal,5,Life-changing book. The strategies are practical and actually work.
P373,12552,2024-12-05,Beauty Products,Supergoop! Unseen Sunscreen,1,34.00,34.00,North America,Debit Card,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.
P374,12553,2024-12-05,Sports,Hyperice Venom 2 Back Massager,1,199.00,199.00,Asia,Credit Card,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.
P375,12554,2024-12-05,Electronics,Google Pixel 8 Pro,1,899.00,899.00,Europe,PayPal,4,The camera system is phenomenal, especially in low light. Software is smooth.
P376,12555,2024-12-05,Home Appliances,Instant Pot Duo Plus,2,99.99,199.98,North America,Credit Card,4,This has simplified my weeknight cooking so much. Very versatile.
P377,12556,2024-12-05,Clothing,The North Face Aconcagua Jacket,1,199.95,199.95,Asia,Debit Card,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.
P378,12557,2024-12-05,Books,Klara and the Sun by Kazuo Ishiguro,2,13.99,27.98,Europe,Credit Card,4,A poignant and beautifully written story from a unique perspective.
P379,12558,2024-12-05,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,68.00,68.00,North America,PayPal,2,This broke me out terribly. Not suitable for my sensitive skin.
P380,12559,2024-12-05,Sports,Spalding NBA Street Basketball,1,24.99,24.99,Asia,Credit Card,4,Great grip and feel for outdoor courts. Holds up well on concrete.
P381,12560,2024-12-05,Electronics,PlayStation 5 Console,1,499.99,499.99,Europe,Debit Card,5,Finally got one! The graphics and load times are a game-changer.
P382,12561,2024-12-05,Home Appliances,Cuisinart Air Fryer Toaster Oven,1,179.99,179.99,North America,Credit Card,1,Stopped working after two weeks. The door hinge also feels flimsy.
P383,12562,2024-12-05,Clothing,Lululemon Align Leggings,2,98.00,196.00,Asia,PayPal,4,These are so comfortable for yoga, but they do pill over time.
P384,12563,2024-12-05,Books,The Midnight Library by Matt Haig,1,13.50,13.50,Europe,Credit Card,4,A beautiful and thought-provoking concept. A very enjoyable read.
P385,12564,2024-12-05,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,34.00,34.00,North America,Debit Card,5,My new favorite shade! The formula is long-lasting and not drying.
P386,12565,2024-12-05,Sports,Wilson Evolution Basketball,1,59.99,59.99,Asia,Credit Card,5,The best indoor basketball I've ever used. Great grip and feel.
P387,12566,2024-12-05,Electronics,Canon EOS R50 Camera,1,699.00,699.00,Europe,PayPal,3,Good beginner camera, but the kit lens is quite basic.
P388,12567,2024-12-05,Home Appliances,Breville Barista Express,1,699.95,699.95,North America,Credit Card,5,My home is now a cafe! The learning curve is steep but so worth it.
P389,12568,2024-12-05,Clothing,Uniqlo Ultra Light Down Jacket,1,79.90,79.90,Asia,Debit Card,4,So packable and warm for its weight. Perfect for travel.
P390,12569,2024-12-05,Books,Dune by Frank Herbert,2,12.99,25.98,Europe,Credit Card,5,A masterpiece of science fiction. The world-building is unparalleled.
P391,12570,2024-12-05,Beauty Products,Olaplex No. 3 Hair Perfector,1,28.00,28.00,North America,PayPal,2,Did nothing for my damaged hair. A complete waste of money for me.
P392,12571,2024-12-05,Sports,Garmin Forerunner 265,1,449.99,449.99,Asia,Credit Card,5,Incredible running watch. The GPS is accurate and the data insights are superb.
P393,12572,2024-12-05,Electronics,Amazon Echo Dot (5th Gen),3,49.99,149.97,Europe,Debit Card,4,Surprisingly good sound for its size. Great for smart home control.
P394,12573,2024-12-05,Home Appliances,iRobot Roomba j7+,1,599.99,599.99,North America,Credit Card,1,It constantly gets stuck under my furniture. Not as smart as advertised.
P395,12574,2024-12-05,Clothing,Everlane The Cashmere Crew,1,120.00,120.00,Asia,PayPal,0,This sweater started pilling horribly after the first wash. Poor quality.
P396,12575,2024-12-05,Books,Atomic Habits by James Clear,1,11.99,11.99,Europe,Credit Card,5,Life-changing book. The strategies are practical and actually work.
P397,12576,2024-12-05,Beauty Products,Supergoop! Unseen Sunscreen,1,34.00,34.00,North America,Debit Card,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.
P398,12577,2024-12-05,Sports,Hyperice Venom 2 Back Massager,1,199.00,199.00,Asia,Credit Card,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.
P399,12578,2024-12-05,Electronics,Google Pixel 8 Pro,1,899.00,899.00,Europe,PayPal,4,The camera system is phenomenal, especially in low light. Software is smooth.
P400,12579,2024-12-05,Home Appliances,Instant Pot Duo Plus,2,99.99,199.98,North America,Credit Card,4,This has simplified my weeknight cooking so much. Very versatile.
P401,12580,2024-12-05,Clothing,The North Face Aconcagua Jacket,1,199.95,199.95,Asia,Debit Card,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.
P402,12581,2024-12-05,Books,Klara and the Sun by Kazuo Ishiguro,2,13.99,27.98,Europe,Credit Card,4,A poignant and beautifully written story from a unique perspective.
P403,12582,2024-12-05,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,68.00,68.00,North America,PayPal,2,This broke me out terribly. Not suitable for my sensitive skin.
P404,12583,2024-12-05,Sports,Spalding NBA Street Basketball,1,24.99,24.99,Asia,Credit Card,4,Great grip and feel for outdoor courts. Holds up well on concrete.
P405,12584,2024-12-05,Electronics,PlayStation 5 Console,1,499.99,499.99,Europe,Debit Card,5,Finally got one! The graphics and load times are a game-changer.
P406,12585,2024-12-05,Home Appliances,Cuisinart Air Fryer Toaster Oven,1,179.99,179.99,North America,Credit Card,1,Stopped working after two weeks. The door hinge also feels flimsy.
P407,12586,2024-12-05,Clothing,Lululemon Align Leggings,2,98.00,196.00,Asia,PayPal,4,These are so comfortable for yoga, but they do pill over time.
P408,12587,2024-12-05,Books,The Midnight Library by Matt Haig,1,13.50,13.50,Europe,Credit Card,4,A beautiful and thought-provoking concept. A very enjoyable read.
P409,12588,2024-12-05,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,34.00,34.00,North America,Debit Card,5,My new favorite shade! The formula is long-lasting and not drying.
P410,12589,2024-12-05,Sports,Wilson Evolution Basketball,1,59.99,59.99,Asia,Credit Card,5,The best indoor basketball I've ever used. Great grip and feel.
P411,12590,2024-12-05,Electronics,Canon EOS R50 Camera,1,699.00,699.00,Europe,PayPal,3,Good beginner camera, but the kit lens is quite basic.
P412,12591,2024-12-05,Home Appliances,Breville Barista Express,1,699.95,699.95,North America,Credit Card,5,My home is now a cafe! The learning curve is steep but so worth it.
P413,12592,2024-12-05,Clothing,Uniqlo Ultra Light Down Jacket,1,79.90,79.90,Asia,Debit Card,4,So packable and warm for its weight. Perfect for travel.
P414,12593,2024-12-05,Books,Dune by Frank Herbert,2,12.99,25.98,Europe,Credit Card,5,A masterpiece of science fiction. The world-building is unparalleled.
P415,12594,2024-12-05,Beauty Products,Olaplex No. 3 Hair Perfector,1,28.00,28.00,North America,PayPal,2,Did nothing for my damaged hair. A complete waste of money for me.
P416,12595,2024-12-05,Sports,Garmin Forerunner 265,1,449.99,449.99,Asia,Credit Card,5,Incredible running watch. The GPS is accurate and the data insights are superb.
P417,12596,2024-12-05,Electronics,Amazon Echo Dot (5th Gen),3,49.99,149.97,Europe,Debit Card,4,Surprisingly good sound for its size. Great for smart home control.
P418,12597,2024-12-05,Home Appliances,iRobot Roomba j7+,1,599.99,599.99,North America,Credit Card,1,It constantly gets stuck under my furniture. Not as smart as advertised.
P419,12598,2024-12-05,Clothing,Everlane The Cashmere Crew,1,120.00,120.00,Asia,PayPal,0,This sweater started pilling horribly after the first wash. Poor quality.
P420,12599,2024-12-05,Books,Atomic Habits by James Clear,1,11.99,11.99,Europe,Credit Card,5,Life-changing book. The strategies are practical and actually work.
P421,12600,2024-12-05,Beauty Products,Supergoop! Unseen Sunscreen,1,34.00,34.00,North America,Debit Card,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.
P422,12601,2024-12-05,Sports,Hyperice Venom 2 Back Massager,1,199.00,199.00,Asia,Credit Card,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.
P423,12602,2024-12-05,Electronics,Google Pixel 8 Pro,1,899.00,899.00,Europe,PayPal,4,The camera system is phenomenal, especially in low light. Software is smooth.
P424,12603,2024-12-05,Home Appliances,Instant Pot Duo Plus,2,99.99,199.98,North America,Credit Card,4,This has simplified my weeknight cooking so much. Very versatile.
P425,12604,2024-12-05,Clothing,The North Face Aconcagua Jacket,1,199.95,199.95,Asia,Debit Card,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.
P426,12605,2024-12-05,Books,Klara and the Sun by Kazuo Ishiguro,2,13.99,27.98,Europe,Credit Card,4,A poignant and beautifully written story from a unique perspective.
P427,12606,2024-12-05,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,68.00,68.00,North America,PayPal,2,This broke me out terribly. Not suitable for my sensitive skin.
P428,12607,2024-12-05,Sports,Spalding NBA Street Basketball,1,24.99,24.99,Asia,Credit Card,4,Great grip and feel for outdoor courts. Holds up well on concrete.
P429,12608,2024-12-05,Electronics,PlayStation 5 Console,1,499.99,499.99,Europe,Debit Card,5,Finally got one! The graphics and load times are a game-changer.
P430,12609,2024-12-05,Home Appliances,Cuisinart Air Fryer Toaster Oven,1,179.99,179.99,North America,Credit Card,1,Stopped working after two weeks. The door hinge also feels flimsy.
P431,12610,2024-12-05,Clothing,Lululemon Align Leggings,2,98.00,196.00,Asia,PayPal,4,These are so comfortable for yoga, but they do pill over time.
P432,12611,2024-12-05,Books,The Midnight Library by Matt Haig,1,13.50,13.50,Europe,Credit Card,4,A beautiful and thought-provoking concept. A very enjoyable read.
P433,12612,2024-12-05,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,34.00,34.00,North America,Debit Card,5,My new favorite shade! The formula is long-lasting and not drying.
P434,12613,2024-12-05,Sports,Wilson Evolution Basketball,1,59.99,59.99,Asia,Credit Card,5,The best indoor basketball I've ever used. Great grip and feel.
P436,13000,2024-12-05,Electronics,Microsoft Surface Laptop 5,1,1299.99,1299.99,North America,Credit Card,4,Sleek design and excellent performance, but the port selection is limited.
P437,13001,2024-12-05,Home Appliances,GE Profile Opal 2.0 Nugget Ice Maker,1,579.99,579.99,Europe,PayPal,5,Best purchase ever! The ice is just like from a sonic.
P438,13002,2024-12-05,Clothing,Columbia Newton Ridge Plus Hiking Boots,1,89.99,89.99,Asia,Debit Card,5,Extremely comfortable and waterproof. Great for tough trails.
P439,13003,2024-12-05,Books,The Hobbit by J.R.R. Tolkien,1,10.99,10.99,North America,Debit Card,5,A timeless classic. The adventure is as wonderful as ever.
P440,13004,2024-12-05,Beauty Products,Glossier Boy Brow,1,18.00,18.00,Europe,Credit Card,4,Perfect for a natural, feathered look. Easy to use.
P441,13005,2024-12-05,Sports,REI Co-op Trailbreak 30 Backpack,1,79.95,79.95,Asia,PayPal,3,Good for the price, but the hip belt is not very supportive.
P442,13006,2024-12-05,Electronics,Apple iPad Air,1,749.00,749.00,North America,Credit Card,5,Perfect for note-taking and media consumption. The screen is gorgeous.
P443,13007,2024-12-05,Home Appliances,Shark Navigator Lift-Away Vacuum,1,229.99,229.99,Europe,Debit Card,3,Powerful suction but a bit heavier than I expected. Gets the job done.
P444,13008,2024-12-05,Clothing,Patagonia Better Sweater Fleece,1,139.00,139.00,Asia,Credit Card,5,Incredibly warm and comfortable. The quality is exceptional as always.
P445,13009,2024-12-05,Books,Project Hail Mary by Andy Weir,1,14.99,14.99,North America,PayPal,5,Could not put this down! A fantastic and gripping story from start to finish.
P446,13010,2024-12-05,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,68.00,68.00,Europe,Debit Card,2,This broke me out terribly. Not suitable for my sensitive skin.
P447,13011,2024-12-05,Sports,Spalding NBA Street Basketball,1,24.99,24.99,Asia,Credit Card,4,Great grip and feel for outdoor courts. Holds up well on concrete.
P448,13012,2024-12-05,Electronics,PlayStation 5 Console,1,499.99,499.99,North America,Credit Card,5,Finally got one! The graphics and load times are a game-changer.
P449,13013,2024-12-05,Home Appliances,Cuisinart Air Fryer Toaster Oven,1,179.99,179.99,Europe,PayPal,1,Stopped working after two weeks. The door hinge also feels flimsy.
P450,13014,2024-12-05,Clothing,Lululemon Align Leggings,2,98.00,196.00,Asia,Debit Card,4,These are so comfortable for yoga, but they do pill over time.
P451,13015,2024-12-05,Books,The Midnight Library by Matt Haig,1,13.50,13.50,North America,Credit Card,4,A beautiful and thought-provoking concept. A very enjoyable read.
P452,13016,2024-12-05,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,34.00,34.00,Europe,Debit Card,5,My new favorite shade! The formula is long-lasting and not drying.
P453,13017,2024-12-05,Sports,Wilson Evolution Basketball,1,59.99,59.99,Asia,Credit Card,5,The best indoor basketball I've ever used. Great grip and feel.
P454,13018,2024-12-05,Electronics,Canon EOS R50 Camera,1,699.00,699.00,North America,PayPal,3,Good beginner camera, but the kit lens is quite basic.
P455,13019,2024-12-05,Home Appliances,Breville Barista Express,1,699.95,699.95,Europe,Credit Card,5,My home is now a cafe! The learning curve is steep but so worth it.
P456,13020,2024-12-05,Clothing,Uniqlo Ultra Light Down Jacket,1,79.90,79.90,Asia,Debit Card,4,So packable and warm for its weight. Perfect for travel.
P457,13021,2024-12-05,Books,Dune by Frank Herbert,2,12.99,25.98,North America,Credit Card,5,A masterpiece of science fiction. The world-building is unparalleled.
P458,13022,2024-12-05,Beauty Products,Olaplex No. 3 Hair Perfector,1,28.00,28.00,Europe,PayPal,2,Did nothing for my damaged hair. A complete waste of money for me.
P459,13023,2024-12-05,Sports,Garmin Forerunner 265,1,449.99,449.99,Asia,Credit Card,5,Incredible running watch. The GPS is accurate and the data insights are superb.
P460,13024,2024-12-05,Electronics,Amazon Echo Dot (5th Gen),3,49.99,149.97,North America,Debit Card,4,Surprisingly good sound for its size. Great for smart home control.
P461,13025,2024-12-05,Home Appliances,iRobot Roomba j7+,1,599.99,599.99,Europe,Credit Card,1,It constantly gets stuck under my furniture. Not as smart as advertised.
P462,13026,2024-12-05,Clothing,Everlane The Cashmere Crew,1,120.00,120.00,Asia,PayPal,0,This sweater started pilling horribly after the first wash. Poor quality.
P463,13027,2024-12-05,Books,Atomic Habits by James Clear,1,11.99,11.99,North America,Credit Card,5,Life-changing book. The strategies are practical and actually work.
P464,13028,2024-12-05,Beauty Products,Supergoop! Unseen Sunscreen,1,34.00,34.00,Europe,Debit Card,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.
P465,13029,2024-12-05,Sports,Hyperice Venom 2 Back Massager,1,199.00,199.00,Asia,Credit Card,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.
P466,13030,2024-12-05,Electronics,Google Pixel 8 Pro,1,899.00,899.00,North America,PayPal,4,The camera system is phenomenal, especially in low light. Software is smooth.
P467,13031,2024-12-05,Home Appliances,Instant Pot Duo Plus,2,99.99,199.98,Europe,Credit Card,4,This has simplified my weeknight cooking so much. Very versatile.
P468,13032,2024-12-06,Clothing,The North Face Aconcagua Jacket,1,199.95,199.95,Asia,Debit Card,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.
P469,13033,2024-12-06,Books,Klara and the Sun by Kazuo Ishiguro,2,13.99,27.98,North America,Credit Card,4,A poignant and beautifully written story from a unique perspective.
P470,13034,2024-12-06,Beauty Products,La Mer Crème de la Mer,1,185.00,185.00,Europe,PayPal,2,For this price, I expected a miracle. It's just a nice moisturizer.
P471,13035,2024-12-06,Sports,Peloton Bike+,1,2495.00,2495.00,Asia,Credit Card,5,An incredible investment in my fitness. The classes are motivating and fun.
P472,13036,2024-12-06,Electronics,Sony Bravia XR A80L 55" TV,1,1599.99,1599.99,North America,Debit Card,5,The picture quality is stunningly realistic. Sony's processing is the best.
P473,13037,2024-12-06,Home Appliances,Samsung Bespoke Refrigerator,1,2899.99,2899.99,Europe,Credit Card,3,Looks beautiful in the kitchen, but the ice maker is already making a weird noise.
P474,13038,2024-12-06,Clothing,Arc'teryx Beta AR Jacket,1,599.99,599.99,Asia,PayPal,5,The ultimate storm shell. Completely waterproof, breathable, and bombproof.
P475,13039,2024-12-06,Books,Thinking, Fast and Slow by Daniel Kahneman,1,9.99,9.99,North America,Debit Card,4,A challenging but fascinating read that explains how our minds work.
P476,13040,2024-12-06,Beauty Products,SK-II Facial Treatment Essence,1,119.00,119.00,Europe,Credit Card,5,My skin has never been so clear and glowing. Worth the splurge.
P477,13041,2024-12-06,Sports,Bowflex SelectTech 552 Dumbbells,1,429.99,429.99,Asia,PayPal,4,Saves so much space. The dial system is easy to use, but they are a bit bulky.
P478,13042,2024-12-06,Electronics,Fujifilm Instax Mini 12,1,69.99,69.99,North America,Credit Card,5,So much fun at parties! The auto-exposure makes it foolproof.
P479,13043,2024-12-06,Home Appliances, Weber Spirit II E-310 Gas Grill,1,549.99,549.99,Europe,Debit Card,5,Even heating and built like a tank. Grills everything perfectly.
P480,13044,2024-12-06,Clothing,Stuart Weitzman Lowland Boots,1,798.00,798.00,Asia,Credit Card,4,Incredibly chic and flattering. The over-the-knee style is timeless.
P481,13045,2024-12-06,Books,The Alchemist by Paulo Coelho,1,8.99,8.99,North America,PayPal,2,An overly simplistic fable. I don't understand the hype.
P482,13046,2024-12-06,Beauty Products,Augustinus Bader The Rich Cream,1,285.00,285.00,Europe,Debit Card,1,This gave me a horrible rash. A very expensive mistake.
P483,13047,2024-12-06,Sports,Coleman Sundome 4-Person Tent,1,89.99,89.99,Asia,Credit Card,3,A great starter tent, but not the best in heavy rain.
P484,13048,2024-12-06,Electronics,HP OfficeJet Pro 8025e,1,149.99,149.99,North America,Credit Card,2,The ink cartridges are ridiculously expensive and run out too fast.
P485,13049,2024-12-06,Home Appliances,Lodge Cast Iron Skillet,1,24.99,24.99,Europe,PayPal,5,A kitchen essential. It will last a lifetime if you care for it.
P486,13050,2024-12-06,Clothing,Spanx Perfect Black Pant,1,98.00,98.00,Asia,Debit Card,5,The most comfortable and flattering dress pants I own. Worth every penny.
P487,13051,2024-12-06,Books,Britt-Marie Was Here by Fredrik Backman,1,10.49,10.49,North America,Credit Card,4,Quirky, heartwarming, and beautifully character-driven.
P488,13052,2024-12-06,Beauty Products,NARS Radiant Creamy Concealer,1,32.00,32.00,Europe,Credit Card,5,Full coverage without looking cakey. My holy grail concealer.
P489,13053,2024-12-06,Sports,Yeti Tundra 45 Cooler,1,374.99,374.99,Asia,PayPal,5,This cooler is indestructible. Ice lasts for 5+ days easily.
P490,13054,2024-12-06,Electronics,Nintendo Switch OLED Model,1,349.99,349.99,North America,Debit Card,5,The perfect console for gaming at home or on the go. The screen is vibrant.
P491,13055,2024-12-06,Home Appliances,KitchenAid Artisan Stand Mixer,1,429.99,429.99,Europe,Credit Card,5,A classic for a reason. Powerful, durable, and beautiful.
P492,13056,2024-12-06,Clothing,Ray-Ban Aviator Classic Sunglasses,1,153.00,153.00,Asia,Credit Card,4,Timeless style and great lens quality. A bit pricey but they last.
P493,13057,2024-12-06,Books,The Power of Now by Eckhart Tolle,1,9.49,9.49,North America,PayPal,3,Some good ideas, but it becomes very repetitive.
P494,13058,2024-12-06,Beauty Products,Morphe 35O Nature Glow Eyeshadow Palette,1,25.99,25.99,Europe,Debit Card,2,The shadows are chalky and have a lot of fallout. Poor pigmentation.
P495,13059,2024-12-06,Sports,Apple Watch Series 9,1,399.00,399.00,Asia,PayPal,4,Seamless integration with my iPhone. The fitness tracking is excellent.
P496,13060,2024-12-06,Electronics,Dyson Airwrap Multi-Styler,1,599.99,599.99,North America,Credit Card,3,There's a steep learning curve, and it doesn't work well on my thick hair.
P497,13061,2024-12-06,Home Appliances,Simplehuman Sensor Mirror Pro,1,250.00,250.00,Europe,Credit Card,5,The different lighting settings are a game-changer for applying makeup.
P498,13062,2024-12-06,Clothing,Canada Goose Expedition Parka,1,1495.00,1495.00,Asia,Debit Card,5,You do not feel the cold in this coat. It is worth it for brutal winters.
P499,13063,2024-12-06,Books,The Song of Achilles by Madeline Miller,1,11.99,11.99,North America,Credit Card,5,Achilles and Patroclus's story is told with such beauty and tragedy. I sobbed.
P500,13064,2024-12-06,Beauty Products,Anastasia Beverly Hills Brow Wiz,1,23.00,23.00,Europe,PayPal,5,The fine tip is perfect for creating hair-like strokes. My go-to brow pencil.
P501,13065,2024-12-06,Sports,Casio G-Shock DW-6900,1,91.00,91.00,Asia,Credit Card,5,This watch can survive anything. A true classic for durability.
P502,13066,2024-12-06,Electronics,Apple MacBook Air M3,1,1099.99,1099.99,North America,Debit Card,5,Blazing fast performance and the battery lasts all day. Perfect for work.
P503,13067,2024-12-06,Home Appliances,Shark Navigator Lift-Away Vacuum,1,229.99,229.99,Europe,Credit Card,3,Powerful suction but a bit heavier than I expected. Gets the job done.
P504,13068,2024-12-06,Clothing,Patagonia Better Sweater Fleece,1,139.00,139.00,Asia,PayPal,5,Incredibly warm and comfortable. The quality is exceptional as always.
P505,13069,2024-12-06,Books,Project Hail Mary by Andy Weir,1,14.99,14.99,North America,Credit Card,5,Could not put this down! A fantastic and gripping story from start to finish.
P506,13070,2024-12-06,Beauty Products,Drunk Elephant Protini Polypeptide Cream,1,68.00,68.00,Europe,Debit Card,2,This broke me out terribly. Not suitable for my sensitive skin.
P507,13071,2024-12-06,Sports,Spalding NBA Street Basketball,1,24.99,24.99,Asia,Credit Card,4,Great grip and feel for outdoor courts. Holds up well on concrete.
P508,13072,2024-12-06,Electronics,PlayStation 5 Console,1,499.99,499.99,North America,PayPal,5,Finally got one! The graphics and load times are a game-changer.
P509,13073,2024-12-06,Home Appliances,Cuisinart Air Fryer Toaster Oven,1,179.99,179.99,Europe,Credit Card,1,Stopped working after two weeks. The door hinge also feels flimsy.
P510,13074,2024-12-06,Clothing,Lululemon Align Leggings,2,98.00,196.00,Asia,Debit Card,4,These are so comfortable for yoga, but they do pill over time.
P511,13075,2024-12-06,Books,The Midnight Library by Matt Haig,1,13.50,13.50,North America,Credit Card,4,A beautiful and thought-provoking concept. A very enjoyable read.
P512,13076,2024-12-06,Beauty Products,Charlotte Tilbury Pillow Talk Lipstick,1,34.00,34.00,Europe,PayPal,5,My new favorite shade! The formula is long-lasting and not drying.
P513,13077,2024-12-06,Sports,Wilson Evolution Basketball,1,59.99,59.99,Asia,Credit Card,5,The best indoor basketball I've ever used. Great grip and feel.
P514,13078,2024-12-06,Electronics,Canon EOS R50 Camera,1,699.00,699.00,North America,Debit Card,3,Good beginner camera, but the kit lens is quite basic.
P515,13079,2024-12-06,Home Appliances,Breville Barista Express,1,699.95,699.95,Europe,Credit Card,5,My home is now a cafe! The learning curve is steep but so worth it.
P516,13080,2024-12-06,Clothing,Uniqlo Ultra Light Down Jacket,1,79.90,79.90,Asia,PayPal,4,So packable and warm for its weight. Perfect for travel.
P517,13081,2024-12-06,Books,Dune by Frank Herbert,2,12.99,25.98,North America,Credit Card,5,A masterpiece of science fiction. The world-building is unparalleled.
P518,13082,2024-12-06,Beauty Products,Olaplex No. 3 Hair Perfector,1,28.00,28.00,Europe,Debit Card,2,Did nothing for my damaged hair. A complete waste of money for me.
P519,13083,2024-12-06,Sports,Garmin Forerunner 265,1,449.99,449.99,Asia,Credit Card,5,Incredible running watch. The GPS is accurate and the data insights are superb.
P520,13084,2024-12-06,Electronics,Amazon Echo Dot (5th Gen),3,49.99,149.97,North America,Credit Card,4,Surprisingly good sound for its size. Great for smart home control.
P521,13085,2024-12-06,Home Appliances,iRobot Roomba j7+,1,599.99,599.99,Europe,PayPal,1,It constantly gets stuck under my furniture. Not as smart as advertised.
P522,13086,2024-12-06,Clothing,Everlane The Cashmere Crew,1,120.00,120.00,Asia,Debit Card,0,This sweater started pilling horribly after the first wash. Poor quality.
P523,13087,2024-12-06,Books,Atomic Habits by James Clear,1,11.99,11.99,North America,Credit Card,5,Life-changing book. The strategies are practical and actually work.
P524,13088,2024-12-06,Beauty Products,Supergoop! Unseen Sunscreen,1,34.00,34.00,Europe,Credit Card,5,This is my holy grail sunscreen. It feels like absolutely nothing on the skin.
P525,13089,2024-12-06,Sports,Hyperice Venom 2 Back Massager,1,199.00,199.00,Asia,PayPal,1,Overpriced and underwhelming. The heat function is weak and the vibrations are loud.
P526,13090,2024-12-06,Electronics,Google Pixel 8 Pro,1,899.00,899.00,North America,Debit Card,4,The camera system is phenomenal, especially in low light. Software is smooth.
P527,13091,2024-12-06,Home Appliances,Instant Pot Duo Plus,2,99.99,199.98,Europe,Credit Card,4,This has simplified my weeknight cooking so much. Very versatile.
P528,13092,2024-12-06,Clothing,The North Face Aconcagua Jacket,1,199.95,199.95,Asia,Credit Card,5,Incredibly warm and lightweight. Perfect for chilly autumn hikes.
P529,13093,2024-12-06,Books,Klara and the Sun by Kazuo Ishiguro,2,13.99,27.98,North America,PayPal,4,A poignant and beautifully written story from a unique perspective.
